2026-01-03 18:46:00,90103.55
2026-01-03 18:46:00,90103.55
2026-01-03 18:46:00,90103.55
2026-01-03 18:46:00,90103.55
2026-01-03 18:46:00,90098.45
2026-01-03 18:46:00,90098.45
2026-01-03 18:46:00,90098.45
2026-01-03 18:46:00,90098.45
2026-01-03 18:46:00,90098.45
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90100.81
2026-01-03 18:46:00,90093.41
2026-01-03 18:46:00,90093.41
2026-01-03 18:46:00,90093.41
2026-01-03 18:46:00,90093.41
2026-01-03 18:46:00,90093.41
2026-01-03 18:46:00,90093.41
2026-01-03 18:46:00,90087.95
2026-01-03 18:46:00,90087.95
2026-01-03 18:46:09,90087.95
2026-01-03 18:46:20,90087.95
2026-01-03 18:46:30,90087.95
2026-01-03 18:46:41,90087.95
2026-01-03 18:46:51,90087.95
2026-01-03 18:47:02,90087.95
2026-01-03 18:47:12,90087.95
2026-01-03 18:47:23,90087.95
2026-01-03 18:47:33,90087.95
2026-01-03 18:47:44,90095.23
2026-01-03 18:47:54,90095.23
2026-01-03 18:48:21,90095.23
2026-01-03 18:48:22,90095.23
2026-01-03 18:48:27,90095.23
2026-01-03 18:48:33,90095.23
2026-01-03 18:48:38,90095.23
2026-01-03 18:48:44,90095.23
2026-01-03 18:48:49,90110.85
2026-01-03 18:48:55,90110.85
2026-01-03 18:49:00,90110.85
2026-01-03 18:49:06,90110.85
2026-01-03 18:49:11,90110.85
2026-01-03 18:49:17,90110.85
2026-01-03 18:49:22,90110.85
2026-01-03 18:49:28,90110.85
2026-01-03 18:49:33,90110.85
2026-01-03 18:49:39,90110.85
2026-01-03 18:49:44,90110.85
2026-01-03 18:49:50,90110.85
2026-01-03 18:49:55,90110.85
2026-01-03 18:50:00,90110.85
2026-01-03 18:50:06,90110.85
2026-01-03 18:50:11,90110.85
2026-01-03 18:50:17,90110.85
2026-01-03 18:50:22,90110.85
2026-01-03 18:50:28,90110.85
2026-01-03 18:50:33,90110.85
2026-01-03 18:50:39,90110.85
2026-01-03 18:50:44,90111.29
2026-01-03 18:50:50,90111.29
2026-01-03 18:50:55,90111.29
2026-01-03 18:51:01,90111.29
2026-01-03 18:51:06,90111.29
2026-01-03 18:51:12,90111.29
2026-01-03 18:51:17,90111.29
2026-01-03 18:51:23,90111.29
2026-01-03 18:51:28,90111.29
2026-01-03 18:51:34,90111.29
2026-01-03 18:51:39,90111.29
2026-01-03 18:51:45,90111.29
2026-01-03 18:51:50,90110.13
2026-01-03 18:51:55,90110.13
2026-01-03 18:52:01,90110.13
2026-01-03 18:52:06,90110.13
2026-01-03 18:52:12,90110.13
2026-01-03 18:52:17,90110.13
2026-01-03 18:52:23,90110.13
2026-01-03 18:52:28,90110.13
2026-01-03 18:52:34,90110.13
2026-01-03 18:52:39,90110.13
2026-01-03 18:52:45,90097.875
2026-01-03 18:52:50,90097.875
2026-01-03 18:52:56,90097.875
2026-01-03 18:53:01,90097.875
2026-01-03 18:53:07,90097.875
2026-01-03 18:53:12,90097.875
2026-01-03 18:53:17,90097.875
2026-01-03 18:53:23,90097.875
2026-01-03 18:53:28,90097.875
2026-01-03 18:53:34,90097.875
2026-01-03 18:53:39,90097.875
2026-01-03 18:53:45,90097.875
2026-01-03 18:53:50,90070.26
2026-01-03 18:53:56,90070.26
2026-01-03 18:54:01,90070.26
2026-01-03 18:54:07,90070.26
2026-01-03 18:54:12,90070.26
2026-01-03 18:54:18,90070.26
2026-01-03 18:54:23,90070.26
2026-01-03 18:54:29,90070.26
2026-01-03 18:54:34,90070.26
2026-01-03 18:54:40,90070.26
2026-01-03 18:54:45,90084.68
2026-01-03 18:54:51,90084.68
2026-01-03 18:54:56,90084.68
2026-01-03 18:55:01,90084.68
2026-01-03 18:55:07,90084.68
2026-01-03 18:55:12,90084.68
2026-01-03 18:55:18,90084.68
2026-01-03 18:55:23,90084.68
2026-01-03 18:55:29,90084.68
2026-01-03 18:55:34,90084.68
2026-01-03 18:55:40,90084.68
2026-01-03 18:55:45,90089.56
2026-01-03 18:55:51,90089.56
2026-01-03 18:55:56,90089.56
2026-01-03 18:56:02,90089.56
2026-01-03 18:56:07,90089.56
2026-01-03 18:56:13,90089.56
2026-01-03 18:56:18,90089.56
2026-01-03 18:56:24,90089.56
2026-01-03 18:56:29,90089.56
2026-01-03 18:56:35,90089.56
2026-01-03 18:56:40,90089.56
2026-01-03 18:56:46,90093.234
2026-01-03 18:56:51,90093.234
2026-01-03 18:56:57,90093.234
2026-01-03 18:57:02,90093.234
2026-01-03 18:57:07,90093.234
2026-01-03 18:57:13,90093.234
2026-01-03 18:57:18,90093.234
2026-01-03 18:57:24,90093.234
2026-01-03 18:57:29,90093.234
2026-01-03 18:57:35,90093.234
2026-01-03 18:57:40,90093.234
2026-01-03 18:57:46,90086.25
2026-01-03 18:57:51,90086.25
2026-01-03 18:57:57,90086.25
2026-01-03 18:58:02,90086.25
2026-01-03 18:58:08,90086.25
2026-01-03 18:58:13,90086.25
2026-01-03 18:58:19,90086.25
2026-01-03 18:58:24,90086.25
2026-01-03 18:58:30,90086.25
2026-01-03 18:58:35,90086.25
2026-01-03 18:58:41,90086.25
2026-01-03 18:58:46,90094.16
2026-01-03 18:58:52,90094.16
2026-01-03 18:58:57,90094.16
2026-01-03 18:59:03,90094.16
2026-01-03 18:59:08,90094.16
2026-01-03 18:59:13,90094.16
2026-01-03 18:59:19,90094.16
2026-01-03 18:59:24,90094.16
2026-01-03 18:59:30,90094.16
2026-01-03 18:59:35,90094.16
2026-01-03 18:59:41,90094.16
2026-01-03 18:59:46,90094.16
2026-01-03 18:59:52,90094.16
2026-01-03 18:59:57,90094.16
2026-01-03 19:00:03,90094.16
